path;title;type;audience;need;decision;priority;source;status;verification;content_review;follow_up_role;private
workspace/workspace-messages.html;Échanger dans Workspace;Article;Utilisateurs de Workspace web;Choisissez la bonne conversation, envoyez un message utile et vérifiez son envoi.;Réécrire et compléter;P1;content/editorial/workspace.json;Rédigé et généré;code-reviewed;2026-09-26;Responsable du contenu / produit à attribuer;False
workspace/workspace-missions.html;Organiser et suivre une mission;Article;Utilisateurs de Workspace web;Reliez une responsabilité à des actions concrètes et préparez sa remise sans confondre les niveaux de travail.;Réécrire et compléter;P1;content/editorial/workspace.json;Rédigé et généré;code-reviewed;2026-09-26;Responsable du contenu / produit à attribuer;False
workspace/workspace-navigation.html;Se repérer dans votre espace;Article;Utilisateurs de Workspace web;Utilisez l’accueil, le catalogue des espaces et la recherche sans perdre votre contexte.;Réécrire et compléter;P0;content/editorial/workspace.json;Rédigé et généré;code-reviewed;2026-09-26;Responsable du contenu / produit à attribuer;False
workspace/workspace-notifications.html;Lire et traiter vos notifications;Article;Utilisateurs de Workspace web;Distinguez une information à lire d’une action de travail qui reste à réaliser.;Réécrire et compléter;P1;content/editorial/workspace.json;Rédigé et généré;code-reviewed;2026-09-26;Responsable du contenu / produit à attribuer;False
workspace/workspace-overview.html;Comprendre votre espace Workspace;Article;Utilisateurs de Workspace web;Identifiez votre travail, vos droits et les informations qui concernent votre collaboration.;Réécrire et compléter;P0;content/editorial/workspace.json;Rédigé et généré;code-reviewed;2026-09-26;Responsable du contenu / produit à attribuer;False
workspace/workspace-planning.html;Comprendre les échéances et l’agenda;Article;Utilisateurs de Workspace web;Lisez les dates dans leur contexte et signalez les conflits avant de modifier le planning.;Réécrire et compléter;P1;content/editorial/workspace.json;Rédigé et généré;code-reviewed;2026-09-26;Responsable du contenu / produit à attribuer;False
workspace/workspace-projects.html;Suivre l’avancement d’un projet;Article;Utilisateurs de Workspace web;Retrouvez un projet et reliez son état aux tâches, documents et livrables effectivement visibles.;Réécrire et compléter;P0;content/editorial/workspace.json;Rédigé et généré;code-reviewed;2026-09-26;Responsable du contenu / produit à attribuer;False
workspace/workspace-roles.html;Comprendre mes rôles et mes accès — Squared Help Center;Article conservé;Selon la page;Préserver la source et le parcours existants;Conserver;P2;workspace/workspace-roles.html;Conservé;non réexécuté en production;;Responsable du contenu / produit à attribuer;False
workspace/workspace-search.html;Rechercher une page ou un élément dans Workspace;Article;Utilisateurs de Workspace web;Trouvez les données autorisées et comprenez la différence entre résultats chargés et recherche élargie.;Réécrire et compléter;P1;content/editorial/workspace.json;Rédigé et généré;code-reviewed;2026-09-26;Responsable du contenu / produit à attribuer;False
workspace/workspace-shortcuts.html;Utiliser les raccourcis de Workspace web;Article;Utilisateurs de Workspace web;Accélérez les actions disponibles sans déclencher une commande pendant votre saisie.;Réécrire et compléter;P1;content/editorial/workspace.json;Rédigé et généré;code-reviewed;2026-09-26;Responsable du contenu / produit à attribuer;False
workspace/workspace-tasks.html;Créer et mettre à jour une tâche;Article;Utilisateurs de Workspace web;Passez d’une action à réaliser à une fiche enregistrée, puis vérifiez son état sans créer de doublon.;Réécrire et compléter;P0;content/editorial/workspace.json;Rédigé et généré;code-reviewed;2026-09-26;Responsable du contenu / produit à attribuer;False
workspace/workspace-troubleshooting.html;Résoudre un problème Workspace — Squared Help Center;Article conservé;Selon la page;Préserver la source et le parcours existants;Conserver;P2;workspace/workspace-troubleshooting.html;Conservé;non réexécuté en production;;Responsable du contenu / produit à attribuer;False
article.html?id=2378c6b1-ce6e-4d3d-9606-ada04eb6cf8c;Trouver une réponse dans le centre d’aide;Article administrable;Membres du Help Center;Conserver la référence sans copie statique;Conserver la source administrable, référencer sans dupliquer;P0;Éditeur Supabase existant;Source conservée;"Métadonnées lues ; corps non modifié";;Responsable éditorial à attribuer;False
article.html?id=beee7bb0-8b0b-439e-8f48-760b3595dd9b;Préparer et suivre une demande privée;Article administrable;Membres du Help Center;Conserver la référence sans copie statique;Conserver comme parcours de référence, référencer sans dupliquer;P0;Éditeur Supabase existant;Source conservée;"Métadonnées lues ; corps non modifié";;Responsable éditorial à attribuer;False
article.html?id=41788ad3-318a-43e3-a86b-413fdf497c6d;Comprendre les états des services Squared;Article administrable;Membres du Help Center;Conserver la référence sans copie statique;Conserver la source administrable, référencer sans dupliquer;P0;Éditeur Supabase existant;Source conservée;"Métadonnées lues ; corps non modifié";;Responsable éditorial à attribuer;False
